0,0,0,-251241.8797,-457927.0017
1,0,0,-251241.8797,-457909.3628
2,0,0,-251241.8797,-457856.446
3,0,0,-251241.8797,-457856.446
4,0,0,-251413.142,-457810.2507
5,0,0,-251455.4755,-457782.0284
6,0,0,-251511.92,-457782.0284
7,0,0,-251568.3646,-457767.9173
8,0,0,-251638.9203,-457782.0284
9,0,0,-251681.2537,-457810.2507
10,0,0,-251709.476,-457852.5841
11,0,0,-251751.8094,-457880.8064
12,0,0,-251808.2539,-457894.9176
13,0,0,-251878.8096,-457909.0287
14,0,0,-251935.2542,-457909.0287
15,0,0,-251991.6987,-457909.0287
16,0,0,-252132.8101,-457923.1398
17,0,0,-252189.2547,-457923.1398
18,0,0,-252330.3661,-457852.5841
19,0,0,-252415.0329,-457782.0284
20,0,0,-252429.1441,-457725.5839
21,0,0,-252443.2552,-457598.5836
22,0,0,-252443.2552,-457513.9168
23,0,0,-252386.8106,-457443.3611
24,0,0,-252372.6995,-457386.9165
25,0,0,-252358.5884,-457330.472
26,0,0,-252358.5884,-457274.0274
27,0,0,-252358.5884,-457217.5829
28,0,0,-252358.5884,-457147.0272
29,0,0,-252358.5884,-457090.5826
30,0,0,-252358.5884,-457034.1381
31,0,0,-252344.4772,-456977.6935
32,0,0,-252316.255,-456907.1378
33,0,0,-252302.1438,-456850.6933
34,0,0,-252273.9215,-456751.9153
35,0,0,-252302.1438,-456695.4707
36,0,0,-252358.5884,-456624.915
37,0,0,-252429.1441,-456540.2482
38,0,0,-252457.3663,-456483.8036
39,0,0,-252485.5886,-456413.2479
40,0,0,-252527.922,-456314.47
41,0,0,-252598.4777,-456258.0254
42,0,0,-252640.8112,-456229.8031
43,0,0,-252697.2557,-456201.5808
44,0,0,-252781.9225,-456131.0251
45,0,0,-252838.3671,-456032.2472
46,0,0,-252711.3669,-455792.3578
47,0,0,-252640.8112,-455778.2467
48,0,0,-252429.1441,-455750.0244
49,0,0,-252344.4772,-455693.5798
50,0,0,-252288.0327,-455637.1353
51,0,0,-252259.8104,-455552.4684
52,0,0,-252146.9213,-455425.4682
53,0,0,-252118.699,-455354.9125
54,0,0,-252090.4767,-455312.5791
55,0,0,-252076.3656,-455256.1345
56,0,0,-252076.3656,-455143.2454
57,0,0,-252076.3656,-455072.6897
58,0,0,-252076.3656,-455016.2451
59,0,0,-252034.0322,-454988.0229
60,0,0,-251977.5876,-454917.4672
61,0,0,-251878.8096,-454832.8003
62,0,0,-251822.3651,-454762.2446
63,0,0,-251794.1428,-454691.6889
64,0,0,-251780.0317,-454607.0221
65,0,0,-251780.0317,-454536.4664
66,0,0,-251751.8094,-454465.9107
67,0,0,-251723.5871,-454409.4661
68,0,0,-251695.3648,-454324.7993
69,0,0,-251695.3648,-454240.1325
70,0,0,-251695.3648,-454169.5768
71,0,0,-251695.3648,-454070.7988
72,0,0,-251709.476,-453957.9097
73,0,0,-251709.476,-453873.2429
74,0,0,-251751.8094,-453802.6872
75,0,0,-251808.2539,-453718.0203
76,0,0,-251878.8096,-453619.2423
77,0,0,-251935.2542,-453478.1309
78,0,0,-252005.8099,-453294.6861
79,0,0,-252019.921,-453111.2413
80,0,0,-252034.0322,-453026.5745
81,0,0,-252048.1433,-452885.4631
82,0,0,-252090.4767,-452829.0185
83,0,0,-252104.5879,-452702.0183
84,0,0,-252104.5879,-452504.4623
85,0,0,-252146.9213,-452419.7955
86,0,0,-252118.699,-452179.9061
87,0,0,-252076.3656,-451996.4613
88,0,0,-252019.921,-451813.0165
89,0,0,-252005.8099,-451728.3497
90,0,0,-251991.6987,-451671.9051
91,0,0,-251949.3653,-451502.5714
92,0,0,-251935.2542,-451417.9046
93,0,0,-251836.4762,-451305.0155
94,0,0,-251765.9205,-451192.1264
95,0,0,-251737.6982,-451149.793
96,0,0,-251695.3648,-451093.3484
97,0,0,-251610.698,-451008.6816
98,0,0,-251540.1423,-450938.1259
99,0,0,-251455.4755,-450797.0145
100,0,0,-251413.142,-450698.2365
101,0,0,-251413.142,-450627.6808
102,0,0,-251413.142,-450543.014
103,0,0,-251540.1423,-450430.1249
104,0,0,-251610.698,-450345.458
105,0,0,-251709.476,-450303.1246
106,0,0,-251794.1428,-450303.1246
107,0,0,-251892.9208,-450331.3469
108,0,0,-251977.5876,-450373.6803
109,0,0,-252048.1433,-450345.458
110,0,0,-252104.5879,-450274.9023
111,0,0,-252175.1436,-450190.2355
112,0,0,-252259.8104,-450091.4575
113,0,0,-252330.3661,-449992.6795
114,0,0,-252372.6995,-449922.1238
115,0,0,-252400.9218,-449823.3459
116,0,0,-252443.2552,-449682.2345
117,0,0,-252471.4775,-449597.5676
118,0,0,-252471.4775,-449498.7897
119,0,0,-252471.4775,-449428.234
120,0,0,-252443.2552,-449357.6783
121,0,0,-252330.3661,-449216.5669
122,0,0,-252231.5881,-449117.7889
123,0,0,-252203.3658,-449061.3443
124,0,0,-252118.699,-448976.6775
125,0,0,-252048.1433,-448892.0107
126,0,0,-252005.8099,-448849.6772
127,0,0,-251907.0319,-448765.0104
128,0,0,-251850.5874,-448694.4547
129,0,0,-251794.1428,-448609.7879
130,0,0,-251709.476,-448525.121
131,0,0,-251638.9203,-448440.4542
132,0,0,-251610.698,-448398.1208
133,0,0,-251568.3646,-448355.7874
134,0,0,-251526.0311,-448299.3428
135,0,0,-251441.3643,-448242.8983
136,0,0,-251302.0168,-448055.0437
137,0,0,-251257.9195,-448010.9464
138,0,0,-251169.7249,-447988.8977
139,0,0,-251037.4329,-447944.8004
140,0,0,-250971.287,-447878.6545
141,0,0,-250861.0437,-447834.5572
142,0,0,-250816.9464,-447768.4112
143,0,0,-250772.8491,-447724.3139
144,0,0,-250750.8004,-447658.1679
145,0,0,-250618.5085,-447569.9733
146,0,0,-250530.3139,-447481.7787
147,0,0,-250442.1193,-447393.5841
148,0,0,-250375.9733,-447371.5354
149,0,0,-250331.876,-447327.4381
150,0,0,-250199.5841,-447195.1462
151,0,0,-250067.2921,-447106.9515
152,0,0,-249979.0975,-447018.7569
153,0,0,-249890.9029,-446952.611
154,0,0,-249802.7083,-446842.3677
155,0,0,-249714.5136,-446710.0757
156,0,0,-249692.465,-446621.8811
157,0,0,-249604.2704,-446511.6378
158,0,0,-249516.0757,-446379.3459
159,0,0,-249427.8811,-446269.1026
160,0,0,-249317.6378,-446225.0053
161,0,0,-249163.2973,-446225.0053
162,0,0,-249031.0053,-446247.054
163,0,0,-248898.7134,-446335.2486
164,0,0,-248744.3728,-446423.4432
165,0,0,-248678.2268,-446423.4432
166,0,0,-248567.9836,-446423.4432
167,0,0,-248413.643,-446401.3946
168,0,0,-248281.351,-446291.1513
169,0,0,-248237.2537,-446247.054
170,0,0,-248193.1564,-446202.9567
171,0,0,-248104.9618,-446048.6161
172,0,0,-247972.6699,-445960.4215
173,0,0,-247840.3779,-445872.2268
174,0,0,-247663.9887,-445784.0322
175,0,0,-247553.7454,-445717.8863
176,0,0,-247443.5022,-445607.643
177,0,0,-247333.2589,-445475.3511
178,0,0,-247223.0156,-445387.1564
179,0,0,-247156.8696,-445254.8645
180,0,0,-247068.675,-445122.5726
181,0,0,-246980.4804,-445012.3293
182,0,0,-246870.2371,-444880.0374
183,0,0,-246715.8965,-444769.7941
184,0,0,-246649.7506,-444681.5995
185,0,0,-246605.6533,-444549.3075
186,0,0,-246539.5073,-444417.0156
187,0,0,-246539.5073,-444284.7237
188,0,0,-246539.5073,-444174.4804
189,0,0,-246451.3127,-444042.1885
190,0,0,-246341.0694,-443865.7992
191,0,0,-246341.0694,-443733.5073
192,0,0,-246296.9721,-443623.264
193,0,0,-246230.8261,-443490.9721
194,0,0,-246098.5342,-443380.7288
195,0,0,-246098.5342,-443292.5342
196,0,0,-246076.4855,-443182.2909
197,0,0,-246010.3396,-442961.8044
198,0,0,-245988.2909,-442829.5124
199,0,0,-245878.0476,-442675.1718
200,0,0,-245789.853,-442520.8313
201,0,0,-245723.707,-442388.5393
202,0,0,-245657.5611,-442212.1501
203,0,0,-245635.5124,-442079.8582
