3.6989e+05,38002,0.55247
3.7022e+05,37274,0.54935
3.7022e+05,37115,0.55044
3.7022e+05,36957,0.54272
3.7022e+05,36798,0.53352
3.7022e+05,36639,0.52566
3.7022e+05,36480,0.51363
3.7022e+05,36322,0.4955
3.7022e+05,36163,0.47849
3.7022e+05,36004,0.46565
3.7022e+05,35845,0.4572
3.7014e+05,35766,0.4511
3.7006e+05,35687,0.44382
3.6998e+05,35607,0.43726
3.6982e+05,35607,0.43391
3.6974e+05,35528,0.43403
3.6958e+05,35449,0.43658
3.695e+05,35369,0.44234
3.6935e+05,35290,0.44484
3.6927e+05,35210,0.43501
3.6919e+05,35131,0.43377
3.6903e+05,35131,0.439
3.6887e+05,35131,0.45154
3.6871e+05,35052,0.44464
3.6863e+05,34972,0.44641
3.6839e+05,34972,0.45378
3.6808e+05,34893,0.46498
3.6792e+05,34893,0.48128
3.6776e+05,34893,0.49678
3.6752e+05,34893,0.48871
3.6728e+05,34893,0.47069
3.6712e+05,34972,0.45859
3.6704e+05,35052,0.45124
3.6681e+05,35052,0.44853
3.6673e+05,35131,0.45149
3.6657e+05,35131,0.45849
3.6633e+05,35131,0.45191
3.6609e+05,35131,0.45448
3.6585e+05,35131,0.46661
3.6577e+05,35052,0.45514
3.6554e+05,35052,0.44927
3.6546e+05,34893,0.44507
3.6546e+05,34734,0.44345
3.6546e+05,34575,0.44572
3.6546e+05,34417,0.45282
3.6562e+05,34258,0.46728
3.6569e+05,34179,0.47117
3.6585e+05,34099,0.47415
3.6601e+05,33940,0.47927
3.6617e+05,33782,0.48636
3.6633e+05,33702,0.49258
3.6657e+05,33385,0.49367
3.6665e+05,33226,0.49779
3.6673e+05,33067,0.49694
3.6681e+05,32829,0.4995
3.6689e+05,32591,0.50652
3.6689e+05,32432,0.51813
3.6689e+05,32274,0.531
3.6689e+05,32115,0.53283
3.6689e+05,31956,0.53652
3.6689e+05,31797,0.5312
3.6689e+05,31639,0.52824
3.6689e+05,31400,0.52937
3.6689e+05,31242,0.53519
3.6689e+05,31004,0.54457
3.6689e+05,30765,0.55596
3.6689e+05,30527,0.56693
3.6689e+05,30369,0.57603
3.6689e+05,30210,0.58947
3.6704e+05,29972,0.6113
3.6704e+05,29813,0.57705
3.6712e+05,29734,0.55563
3.672e+05,29575,0.53989
3.6736e+05,29416,0.52537
3.6744e+05,29337,0.50428
3.676e+05,29337,0.48761
3.6792e+05,29337,0.47588
3.68e+05,29416,0.47023
3.6823e+05,29416,0.47077
3.6839e+05,29495,0.45707
3.6863e+05,29495,0.45328
3.6887e+05,29495,0.4542
3.6903e+05,29416,0.45627
3.6919e+05,29416,0.45385
3.6927e+05,29337,0.45235
3.6935e+05,29257,0.45364
3.6943e+05,29099,0.45595
3.695e+05,29019,0.45812
3.6958e+05,28940,0.46138
3.6958e+05,28781,0.46601
3.6958e+05,28622,0.46888
3.695e+05,28464,0.46676
3.6943e+05,28384,0.46058
3.6935e+05,28305,0.45515
3.6919e+05,28146,0.45257
3.6911e+05,27987,0.45397
3.6903e+05,27908,0.46266
3.6887e+05,27829,0.45964
3.6879e+05,27749,0.45441
3.6855e+05,27432,0.45511
3.6839e+05,27273,0.45928
3.6831e+05,27194,0.4627
3.6823e+05,27114,0.46771
3.6823e+05,26955,0.48901
3.6823e+05,26797,0.47248
3.6823e+05,26559,0.47281
3.6816e+05,26479,0.47792
3.6808e+05,26400,0.48444
3.6808e+05,26241,0.4898
3.6808e+05,26082,0.4957
3.6808e+05,25924,0.49002
3.6816e+05,25844,0.47928
3.6816e+05,25685,0.47198
3.6816e+05,25527,0.47031
3.6816e+05,25368,0.46687
3.6816e+05,25209,0.45365
3.6823e+05,25050,0.44264
3.6823e+05,24892,0.43772
3.6816e+05,24812,0.43768
3.6808e+05,24733,0.44231
3.68e+05,24574,0.45175
3.6784e+05,24336,0.46892
3.6768e+05,24177,0.4681
3.6752e+05,24098,0.46966
3.672e+05,24098,0.46606
3.6696e+05,23939,0.45755
3.6681e+05,23860,0.45258
3.6657e+05,23780,0.45248
3.6649e+05,23622,0.4562
3.6625e+05,23463,0.45961
3.6617e+05,23384,0.46914
3.6601e+05,23304,0.48494
3.6585e+05,23225,0.49002
3.6562e+05,23066,0.49496
3.6546e+05,23066,0.48908
3.653e+05,22987,0.48325
3.6506e+05,22907,0.48206
3.649e+05,22907,0.48149
3.6482e+05,22828,0.47626
3.6466e+05,22828,0.4722
3.6458e+05,22749,0.47273
3.645e+05,22669,0.47919
3.6442e+05,22590,0.48057
3.6427e+05,22431,0.48263
3.6403e+05,22352,0.48747
3.6387e+05,22352,0.49189
3.6339e+05,22352,0.49678
3.6315e+05,22272,0.49805
3.63e+05,22272,0.4856
3.6276e+05,22114,0.47475
3.626e+05,22114,0.46841
3.6181e+05,21875,0.46652
3.6141e+05,21796,0.46963
3.6117e+05,21796,0.47743
3.6101e+05,21717,0.47141
3.6085e+05,21637,0.47329
3.6046e+05,21479,0.48023
3.6022e+05,21399,0.49193
3.5998e+05,21240,0.50871
3.5974e+05,21161,0.53144
3.5966e+05,21002,0.54199
3.5966e+05,20844,0.52824
3.5942e+05,20447,0.52106
3.5919e+05,20209,0.51528
3.5911e+05,20050,0.50098
3.5879e+05,19970,0.4943
3.5823e+05,19732,0.4891
3.58e+05,19653,0.48594
3.5776e+05,19574,0.48726
3.5752e+05,19494,0.49328
3.5744e+05,19415,0.50404
3.5728e+05,19335,0.51953
3.572e+05,19256,0.53984
3.5704e+05,19097,0.56041
3.5688e+05,19018,0.5556
3.568e+05,18939,0.53884
3.5673e+05,18780,0.52859
3.5665e+05,18542,0.52632
3.5649e+05,18462,0.53099
3.5641e+05,18383,0.52271
3.5625e+05,18224,0.52045
3.5617e+05,18145,0.52213
3.5609e+05,17986,0.53103
3.5593e+05,17907,0.50303
3.5585e+05,17827,0.4871
3.5569e+05,17748,0.47588
3.5561e+05,17589,0.4696
3.5553e+05,17510,0.46857
3.5546e+05,17272,0.47341
3.5546e+05,17034,0.4849
3.5538e+05,16795,0.49467
3.5538e+05,16319,0.49247
3.5538e+05,16160,0.4909
3.5538e+05,15843,0.48249
3.5538e+05,15684,0.4752
3.5538e+05,15446,0.47144
3.5553e+05,15367,0.47178
3.5553e+05,15208,0.47618
3.5561e+05,15129,0.48447
3.5577e+05,15049,0.4965
3.5609e+05,14970,0.51216
3.5633e+05,14890,0.53189
3.5704e+05,14811,0.54791
3.572e+05,14811,0.54088
3.5768e+05,14811,0.54435
3.5776e+05,14732,0.53062
3.5815e+05,14652,0.52199
3.5823e+05,14573,0.50978
3.5839e+05,14494,0.4984
3.5863e+05,14335,0.48983
3.5895e+05,14176,0.48542
3.5911e+05,14017,0.48534
3.5919e+05,13859,0.48877
3.5927e+05,13779,0.49028
3.5942e+05,13541,0.48832
3.595e+05,13303,0.49135
3.595e+05,13065,0.49286
3.5966e+05,12985,0.49166
