-8394.2,-6.147e+05,1.7237
-8354.6,-6.147e+05,1.7225
-8314.9,-6.147e+05,1.7209
-8314.9,-6.1466e+05,1.7191
-8275.2,-6.1466e+05,1.7171
-8235.5,-6.1466e+05,1.7149
-8195.8,-6.1466e+05,1.7125
-8156.2,-6.1466e+05,1.7101
-8116.5,-6.1466e+05,1.7074
-8076.8,-6.1466e+05,1.7047
-8037.1,-6.1466e+05,1.7018
-8037.1,-6.1462e+05,1.6987
-7997.5,-6.1462e+05,1.6955
-7997.5,-6.1458e+05,1.6921
-7957.8,-6.1458e+05,1.6885
-7918.1,-6.1458e+05,1.6847
-7878.4,-6.1458e+05,1.6807
-7878.4,-6.1454e+05,1.6765
-7838.7,-6.1454e+05,1.672
-7838.7,-6.1458e+05,1.6671
-7799.1,-6.1458e+05,1.662
-7759.4,-6.1458e+05,1.6567
-7719.7,-6.1458e+05,1.6511
-7680,-6.1458e+05,1.6455
-7680,-6.1462e+05,1.6397
-7640.4,-6.1462e+05,1.6339
-7640.4,-6.1466e+05,1.628
-7600.7,-6.1466e+05,1.6221
-7561,-6.1466e+05,1.6161
-7561,-6.147e+05,1.6099
-7521.3,-6.147e+05,1.6034
-7521.3,-6.1474e+05,1.5967
-7481.6,-6.1474e+05,1.5896
-7442,-6.1474e+05,1.582
-7442,-6.1478e+05,1.574
-7402.3,-6.1478e+05,1.5656
-7362.6,-6.1478e+05,1.557
-7322.9,-6.1478e+05,1.5483
-7283.3,-6.1478e+05,1.5397
-7243.6,-6.1478e+05,1.5312
-7203.9,-6.1478e+05,1.5228
-7203.9,-6.1482e+05,1.5147
-7164.2,-6.1482e+05,1.5068
-7164.2,-6.1486e+05,1.4994
-7124.5,-6.1486e+05,1.4922
-7124.5,-6.149e+05,1.4855
-7124.5,-6.1494e+05,1.4791
-7084.9,-6.1494e+05,1.4731
-7084.9,-6.1498e+05,1.4674
-7084.9,-6.1502e+05,1.4621
-7084.9,-6.1506e+05,1.457
-7045.2,-6.1506e+05,1.4522
-7084.9,-6.151e+05,1.4475
-7084.9,-6.1514e+05,1.443
-7084.9,-6.1518e+05,1.4387
-7084.9,-6.1522e+05,1.4345
-7084.9,-6.1526e+05,1.4306
-7084.9,-6.153e+05,1.4269
-7084.9,-6.1534e+05,1.4233
-7124.5,-6.1534e+05,1.4198
-7124.5,-6.1538e+05,1.4166
-7124.5,-6.1542e+05,1.4136
-7124.5,-6.1546e+05,1.4108
-7124.5,-6.155e+05,1.4085
-7124.5,-6.1554e+05,1.4065
-7124.5,-6.1558e+05,1.4049
-7124.5,-6.1562e+05,1.4035
-7124.5,-6.1566e+05,1.4023
-7124.5,-6.157e+05,1.4011
-7124.5,-6.1573e+05,1.4
-7164.2,-6.1573e+05,1.3988
-7164.2,-6.1577e+05,1.3976
-7164.2,-6.1581e+05,1.3963
-7124.5,-6.1581e+05,1.3952
-7084.9,-6.1581e+05,1.3942
-7045.2,-6.1581e+05,1.3933
-7005.5,-6.1581e+05,1.3926
-6965.8,-6.1581e+05,1.3923
-6926.2,-6.1581e+05,1.3923
-6886.5,-6.1581e+05,1.3926
-6846.8,-6.1581e+05,1.3932
-6846.8,-6.1577e+05,1.3939
-6807.1,-6.1577e+05,1.3948
-6767.4,-6.1577e+05,1.3955
-6767.4,-6.1573e+05,1.3961
-6727.8,-6.1573e+05,1.3967
-6727.8,-6.157e+05,1.3971
-6688.1,-6.157e+05,1.3974
-6648.4,-6.157e+05,1.3977
-6648.4,-6.1566e+05,1.3979
-6608.7,-6.1566e+05,1.3981
-6608.7,-6.1562e+05,1.3982
-6569.1,-6.1562e+05,1.3982
-6529.4,-6.1562e+05,1.3981
-6489.7,-6.1562e+05,1.398
-6450,-6.1562e+05,1.3978
-6450,-6.1558e+05,1.3975
-6410.3,-6.1558e+05,1.3972
-6370.7,-6.1558e+05,1.3969
-6331,-6.1558e+05,1.3966
-6331,-6.1554e+05,1.3962
-6291.3,-6.1554e+05,1.3957
-6251.6,-6.1554e+05,1.3951
-6212,-6.1554e+05,1.3945
-6172.3,-6.1554e+05,1.3939
-6132.6,-6.1554e+05,1.3934
-6132.6,-6.155e+05,1.3929
-6092.9,-6.155e+05,1.3923
-6053.2,-6.155e+05,1.3916
-6013.6,-6.155e+05,1.3908
-5973.9,-6.155e+05,1.3897
-5973.9,-6.1546e+05,1.3884
-5934.2,-6.1546e+05,1.3871
-5894.5,-6.1546e+05,1.3858
-5894.5,-6.1542e+05,1.3846
-5854.9,-6.1542e+05,1.3836
-5854.9,-6.1538e+05,1.3829
-5815.2,-6.1538e+05,1.3823
-5815.2,-6.1534e+05,1.382
-5775.5,-6.1534e+05,1.3818
-5775.5,-6.153e+05,1.3818
-5775.5,-6.1526e+05,1.3819
-5735.8,-6.1526e+05,1.382
-5735.8,-6.1522e+05,1.382
-5696.1,-6.1522e+05,1.382
-5696.1,-6.1518e+05,1.3819
-5656.5,-6.1518e+05,1.382
-5656.5,-6.1514e+05,1.3821
-5616.8,-6.1514e+05,1.3824
-5616.8,-6.151e+05,1.3829
-5616.8,-6.1506e+05,1.3837
-5616.8,-6.1502e+05,1.3847
-5616.8,-6.1498e+05,1.3859
-5616.8,-6.1494e+05,1.3872
-5577.1,-6.1494e+05,1.3886
-5577.1,-6.149e+05,1.39
-5577.1,-6.1486e+05,1.3913
-5577.1,-6.1482e+05,1.3926
-5537.4,-6.1482e+05,1.3938
-5537.4,-6.1478e+05,1.395
-5537.4,-6.1474e+05,1.3962
-5497.8,-6.1474e+05,1.3972
-5497.8,-6.147e+05,1.3983
-5497.8,-6.1466e+05,1.3992
-5497.8,-6.1462e+05,1.4002
-5458.1,-6.1462e+05,1.401
-5458.1,-6.1458e+05,1.4017
-5458.1,-6.1454e+05,1.4025
-5458.1,-6.145e+05,1.4031
-5418.4,-6.145e+05,1.4036
-5418.4,-6.1446e+05,1.404
-5378.7,-6.1446e+05,1.4042
-5378.7,-6.1442e+05,1.4044
-5339,-6.1442e+05,1.4045
-5339,-6.1438e+05,1.4046
-5299.4,-6.1438e+05,1.4047
-5299.4,-6.1435e+05,1.4049
-5299.4,-6.1431e+05,1.405
-5299.4,-6.1427e+05,1.4051
-5299.4,-6.1423e+05,1.4051
-5259.7,-6.1423e+05,1.4051
-5259.7,-6.1419e+05,1.4048
-5220,-6.1419e+05,1.4045
-5220,-6.1415e+05,1.404
-5180.3,-6.1415e+05,1.4033
-5180.3,-6.1419e+05,1.4024
-5140.7,-6.1419e+05,1.4014
-5140.7,-6.1423e+05,1.4003
-5101,-6.1423e+05,1.3991
-5101,-6.1427e+05,1.3979
-5101,-6.1431e+05,1.3968
-5061.3,-6.1431e+05,1.3955
-5061.3,-6.1435e+05,1.3942
-5061.3,-6.1438e+05,1.3929
-5021.6,-6.1438e+05,1.3915
-4981.9,-6.1438e+05,1.3901
-4981.9,-6.1442e+05,1.3885
-4942.3,-6.1442e+05,1.3867
-4902.6,-6.1442e+05,1.3848
-4862.9,-6.1442e+05,1.3829
-4862.9,-6.1446e+05,1.3809
-4823.2,-6.1446e+05,1.3789
-4783.5,-6.1446e+05,1.377
-4743.9,-6.1446e+05,1.3751
-4704.2,-6.1446e+05,1.3733
-4704.2,-6.1442e+05,1.3715
-4664.5,-6.1442e+05,1.3698
-4664.5,-6.1438e+05,1.3682
-4664.5,-6.1435e+05,1.3666
-4624.8,-6.1435e+05,1.3651
-4624.8,-6.1431e+05,1.3637
-4624.8,-6.1427e+05,1.3624
-4624.8,-6.1423e+05,1.3613
-4585.2,-6.1423e+05,1.3602
-4585.2,-6.1419e+05,1.3592
-4585.2,-6.1415e+05,1.3584
-4585.2,-6.1411e+05,1.3578
-4545.5,-6.1411e+05,1.3573
-4545.5,-6.1407e+05,1.3569
-4545.5,-6.1403e+05,1.3566
-4545.5,-6.1399e+05,1.3564
-4585.2,-6.1399e+05,1.3563
-4585.2,-6.1395e+05,1.3563
-4624.8,-6.1395e+05,1.3565
-4664.5,-6.1395e+05,1.3567
-4664.5,-6.1391e+05,1.3572
-4704.2,-6.1391e+05,1.3577
-4743.9,-6.1391e+05,1.3585
-4783.5,-6.1391e+05,1.3593
-4823.2,-6.1391e+05,1.3603
-4823.2,-6.1387e+05,1.3614
-4862.9,-6.1387e+05,1.3626
-4902.6,-6.1387e+05,1.3639
-4942.3,-6.1387e+05,1.3652
-4981.9,-6.1387e+05,1.3666
-4981.9,-6.1391e+05,1.3681
-5021.6,-6.1391e+05,1.3696
-5061.3,-6.1391e+05,1.3712
-5101,-6.1391e+05,1.3727
-5101,-6.1395e+05,1.3743
-5140.7,-6.1395e+05,1.3759
-5180.3,-6.1395e+05,1.3775
-5220,-6.1395e+05,1.3793
-5259.7,-6.1395e+05,1.3813
